scen,demand_mw,shed_mw,shed,cost_usd,lmp_at_slack,n_at_limit,lmp_spread,expensive_on
1027,237.813933362898,0.0,false,4756.278667257971,20.000001000000054,0,7.460698725481052e-14,false
1028,368.36375804693057,45.49759713484429,true,7466.83782803021,20.000001,5,13788.26126368173,true
1029,319.0999766432312,26.3499258320926,true,7167.492357376938,20.000001,2,9996.958895646776,true
1030,294.6487365939179,0.0,false,5892.974731878353,20.000001,0,7.460698725481052e-14,false
1031,205.05125138965303,0.0,false,4101.025027793057,20.000001,0,7.460698725481052e-14,false
1032,370.4489760048617,0.23911131303602393,true,8698.977256374683,20.00000100000001,3,10371.599067779798,true
1033,594.1628283594856,27.13505734536605,true,13345.274522032349,20.000000999999962,3,10007.85863354661,true
1034,436.23695927515865,0.0,false,8942.633716118202,20.000001,1,26.469230946276426,true
1035,655.2768975630123,57.254568250390975,true,15621.9476014373,20.000000999999823,3,15961.749191366127,true
1036,247.1656197649222,3.3747364672759232,true,5366.760026497762,20.000001000000495,3,9981.673954726635,true
1037,210.8221330469488,0.0,false,4216.442660938981,20.000001,0,1.3145040611561853e-13,false
1038,615.8954748162755,117.87495677447747,true,11835.208489898383,20.000001000000783,5,9989.018641617215,true
1039,331.7430429526124,0.0,false,7205.697921960747,20.000001000000008,1,86.50662759252012,true
1040,260.3303980587339,0.0,false,5206.607961174679,20.00000100000001,0,8.881784197001252e-14,false
1041,180.55216221669767,1.8071246062580357,true,5816.9214315324225,-0.8602286624220845,3,11777.201174171876,true
1042,448.80674324029474,0.0,false,9824.328404493812,20.000001000000008,2,110.18185141263164,true
1043,541.8994954631625,42.989507572588494,true,11978.199757811473,20.00000099999977,1,13208.144920053983,true
1044,892.0410815937777,314.65350755592704,true,14633.251189806333,20.00000100000466,3,15961.749191366125,true
1045,438.5754108435103,0.0,false,8771.508216870197,20.00000200000001,0,7.815970093361102e-14,false
1046,246.63884889063783,0.0,false,4932.776977812756,20.000001000000015,0,8.171241461241152e-14,false
1047,250.13617255431723,0.0,false,5002.723451086345,20.000001000000015,0,8.171241461241152e-14,false
1048,236.71278127502777,0.41786160641989073,true,7039.295319563642,-0.8602286624215161,3,11777.20117417187,true
1049,815.4554748469692,278.53778131207764,true,13344.336987065633,20.000001000003294,5,13468.943361713287,true
1050,446.8775638087306,0.0,false,9216.804867577652,20.000000999999926,1,44.84791328481708,true
1051,258.824878821351,0.0,false,5176.497576427011,20.000000999999962,0,9.237055564881302e-14,false
1052,296.40911673301014,0.0,false,5928.1823346601905,20.000000999999962,0,9.237055564881302e-14,false
1053,303.1626151414354,94.87672400458935,true,6165.717822736919,20.00000100000014,1,11886.047154944863,true
1054,111.24969027089267,0.0,false,2224.9938054178488,20.000000999999962,0,9.237055564881302e-14,false
1055,285.8784182417334,0.0,false,5949.392414260818,20.000000999999997,1,26.46923094627645,true
